"seqname","accession","tax_id","species_name","is_type"
"DQ664394.1","DQ664394.1","58325","Leuciscus leuciscus","0"
"DQ664446.1","DQ664446.1","58325","Leuciscus leuciscus","0"
"DQ664421.1","DQ664421.1","58325","Leuciscus leuciscus","0"
"KR025546.1","KR025546.1","69811","Leuciscus idus","0"
"DQ664323.1","DQ664323.1","58325","Leuciscus leuciscus","0"
"DQ664441.1","DQ664441.1","58325","Leuciscus leuciscus","0"
"DQ664346.1","DQ664346.1","58325","Leuciscus leuciscus","0"
"AY226394.1","AY226394.1","69944","Lota lota","0"
"DQ664347.1","DQ664347.1","58325","Leuciscus leuciscus","0"
"DQ664445.1","DQ664445.1","58325","Leuciscus leuciscus","0"
"DQ664439.1","DQ664439.1","58325","Leuciscus leuciscus","0"
"KT327178.1","KT327178.1","69944","Lota lota","0"
"DQ664383.1","DQ664383.1","58325","Leuciscus leuciscus","0"
"AJ937926.1","AJ937926.1","7748","Lampetra fluviatilis","0"
"DQ664314.1","DQ664314.1","58325","Leuciscus leuciscus","0"
"DQ664397.1","DQ664397.1","58325","Leuciscus leuciscus","0"
"AJ937939.1","AJ937939.1","7748","Lampetra fluviatilis","0"
"DQ664396.1","DQ664396.1","58325","Leuciscus leuciscus","0"
"DQ664352.1","DQ664352.1","58325","Leuciscus leuciscus","0"
"DQ664414.1","DQ664414.1","58325","Leuciscus leuciscus","0"
"DQ664343.1","DQ664343.1","58325","Leuciscus leuciscus","0"
"DQ664305.1","DQ664305.1","58325","Leuciscus leuciscus","0"
"DQ664328.1","DQ664328.1","58325","Leuciscus leuciscus","0"
"DQ664316.1","DQ664316.1","58325","Leuciscus leuciscus","0"
"DQ664354.1","DQ664354.1","58325","Leuciscus leuciscus","0"
"DQ664444.1","DQ664444.1","58325","Leuciscus leuciscus","0"
"DQ664393.1","DQ664393.1","58325","Leuciscus leuciscus","0"
"DQ664333.1","DQ664333.1","58325","Leuciscus leuciscus","0"
"DQ664310.1","DQ664310.1","58325","Leuciscus leuciscus","0"
"DQ664433.1","DQ664433.1","58325","Leuciscus leuciscus","0"
"DQ664375.1","DQ664375.1","58325","Leuciscus leuciscus","0"
"KT275295.1","KT275295.1","7748","Lampetra fluviatilis","0"
"DQ664425.1","DQ664425.1","58325","Leuciscus leuciscus","0"
"DQ664381.1","DQ664381.1","58325","Leuciscus leuciscus","0"
"AJ937944.1","AJ937944.1","7748","Lampetra fluviatilis","0"
"AJ937924.1","AJ937924.1","7748","Lampetra fluviatilis","0"
"DQ664358.1","DQ664358.1","58325","Leuciscus leuciscus","0"
"DQ664430.1","DQ664430.1","58325","Leuciscus leuciscus","0"
"DQ664387.1","DQ664387.1","58325","Leuciscus leuciscus","0"
"KJ513207.1","KJ513207.1","270329","Lepomis gibbosus","0"
"AY226404.1","AY226404.1","69944","Lota lota","0"
"DQ664408.1","DQ664408.1","58325","Leuciscus leuciscus","0"
"DQ664339.1","DQ664339.1","58325","Leuciscus leuciscus","0"
"DQ664338.1","DQ664338.1","58325","Leuciscus leuciscus","0"
"AJ937954.1","AJ937954.1","7748","Lampetra fluviatilis","0"
"DQ664390.1","DQ664390.1","58325","Leuciscus leuciscus","0"
"DQ664360.1","DQ664360.1","58325","Leuciscus leuciscus","0"
"DQ664327.1","DQ664327.1","58325","Leuciscus leuciscus","0"
"DQ664403.1","DQ664403.1","58325","Leuciscus leuciscus","0"
"DQ664312.1","DQ664312.1","58325","Leuciscus leuciscus","0"
"DQ664384.1","DQ664384.1","58325","Leuciscus leuciscus","0"
"FR669672.2","FR669672.2","7750","Lampetra planeri","0"
"DQ664321.1","DQ664321.1","58325","Leuciscus leuciscus","0"
"DQ664443.1","DQ664443.1","58325","Leuciscus leuciscus","0"
"KT275293.1","KT275293.1","7748","Lampetra fluviatilis","0"
"FR669670.2","FR669670.2","7750","Lampetra planeri","0"
"FN641828.2","FN641828.2","7750","Lampetra planeri","0"
"DQ664420.1","DQ664420.1","58325","Leuciscus leuciscus","0"
"AJ937922.1","AJ937922.1","7750","Lampetra planeri","0"
"DQ664319.1","DQ664319.1","58325","Leuciscus leuciscus","0"
"DQ664411.1","DQ664411.1","58325","Leuciscus leuciscus","0"
"DQ664413.1","DQ664413.1","58325","Leuciscus leuciscus","0"
"KF913024.1","KF913024.1","69811","Leuciscus idus","0"
"DQ664330.1","DQ664330.1","58325","Leuciscus leuciscus","0"
"DQ664417.1","DQ664417.1","58325","Leuciscus leuciscus","0"
"KC844053.1","KC844053.1","69944","Lota lota","0"
"DQ664404.1","DQ664404.1","58325","Leuciscus leuciscus","0"
"EF191376.1","EF191376.1","69944","Lota lota","0"
"HM560101.1","HM560101.1","58325","Leuciscus leuciscus","0"
"DQ664415.1","DQ664415.1","58325","Leuciscus leuciscus","0"
"KT275291.1","KT275291.1","7748","Lampetra fluviatilis","0"
"DQ664385.1","DQ664385.1","58325","Leuciscus leuciscus","0"
"DQ664337.1","DQ664337.1","58325","Leuciscus leuciscus","0"
"DQ664368.1","DQ664368.1","58325","Leuciscus leuciscus","0"
"DQ664440.1","DQ664440.1","58325","Leuciscus leuciscus","0"
"AY509823.1","AY509823.1","58325","Leuciscus leuciscus","0"
"DQ174052.1","DQ174052.1","69944","Lota lota","0"
"DQ664332.1","DQ664332.1","58325","Leuciscus leuciscus","0"
"DQ664367.1","DQ664367.1","58325","Leuciscus leuciscus","0"
"DQ664436.1","DQ664436.1","58325","Leuciscus leuciscus","0"
"DQ664363.1","DQ664363.1","58325","Leuciscus leuciscus","0"
"DQ664399.1","DQ664399.1","58325","Leuciscus leuciscus","0"
"FR669671.2","FR669671.2","7750","Lampetra planeri","0"
"DQ664405.1","DQ664405.1","58325","Leuciscus leuciscus","0"
"DQ664426.1","DQ664426.1","58325","Leuciscus leuciscus","0"
"DQ664416.1","DQ664416.1","58325","Leuciscus leuciscus","0"
"AY226403.1","AY226403.1","69944","Lota lota","0"
"DQ664434.1","DQ664434.1","58325","Leuciscus leuciscus","0"
"DQ664431.1","DQ664431.1","58325","Leuciscus leuciscus","0"
"AY226407.1","AY226407.1","69944","Lota lota","0"
"DQ664392.1","DQ664392.1","58325","Leuciscus leuciscus","0"
"DQ664307.1","DQ664307.1","58325","Leuciscus leuciscus","0"
"AY226386.1","AY226386.1","69944","Lota lota","0"
"JF742829.1","JF742829.1","270329","Lepomis gibbosus","0"
"KT275299.1","KT275299.1","7748","Lampetra fluviatilis","0"
"DQ664427.1","DQ664427.1","58325","Leuciscus leuciscus","0"
"DQ664402.1","DQ664402.1","58325","Leuciscus leuciscus","0"
"DQ664335.1","DQ664335.1","58325","Leuciscus leuciscus","0"
"DQ664334.1","DQ664334.1","58325","Leuciscus leuciscus","0"
"DQ174053.1","DQ174053.1","69944","Lota lota","0"
"AY226399.1","AY226399.1","69944","Lota lota","0"
"DQ664388.1","DQ664388.1","58325","Leuciscus leuciscus","0"
"KP013097.1","KP013097.1","270329","Lepomis gibbosus","0"
"DQ664379.1","DQ664379.1","58325","Leuciscus leuciscus","0"
"DQ664423.1","DQ664423.1","58325","Leuciscus leuciscus","0"
"DQ664442.1","DQ664442.1","58325","Leuciscus leuciscus","0"
"DQ536425.1","DQ536425.1","27706","Micropterus salmoides","0"
"AY225678.1","AY225678.1","27706","Micropterus salmoides","0"
"HM070900.1","HM070900.1","27706","Micropterus salmoides","0"
"HM070910.1","HM070910.1","27706","Micropterus salmoides","0"
"AY225679.1","AY225679.1","27706","Micropterus salmoides","0"
"JQ011405.1","JQ011405.1","7984","Misgurnus fossilis","0"
"HM070911.1","HM070911.1","27706","Micropterus salmoides","0"
"AY115999.1","AY115999.1","27706","Micropterus salmoides","0"
"AY225684.1","AY225684.1","27706","Micropterus salmoides","0"
"JQ011406.1","JQ011406.1","7984","Misgurnus fossilis","0"
"KC819835.1","KC819835.1","27706","Micropterus salmoides","0"
"HM070882.1","HM070882.1","27706","Micropterus salmoides","0"
"HM070865.1","HM070865.1","27706","Micropterus salmoides","0"
"HM070864.1","HM070864.1","27706","Micropterus salmoides","0"
"AY225683.1","AY225683.1","27706","Micropterus salmoides","0"
"HQ391896.1","HQ391896.1","27706","Micropterus salmoides","0"
"HM070901.1","HM070901.1","27706","Micropterus salmoides","0"
"HM070891.1","HM070891.1","27706","Micropterus salmoides","0"
"AY225677.1","AY225677.1","27706","Micropterus salmoides","0"
"AY225676.1","AY225676.1","27706","Micropterus salmoides","0"
"HM070867.1","HM070867.1","27706","Micropterus salmoides","0"
"AY225680.1","AY225680.1","27706","Micropterus salmoides","0"
"AY225675.1","AY225675.1","27706","Micropterus salmoides","0"
"AF479273.1","AF479273.1","27706","Micropterus salmoides","0"
"DQ451323.1","DQ451323.1","27706","Micropterus salmoides","0"
"AY116000.1","AY116000.1","27706","Micropterus salmoides","0"
"EU564123.1","EU564123.1","47308","Neogobius melanostomus","0"
"EU564119.1","EU564119.1","47308","Neogobius melanostomus","0"
"EU564122.1","EU564122.1","47308","Neogobius melanostomus","0"
"KJ654332.1","KJ654332.1","47308","Neogobius melanostomus","0"
"EU564124.1","EU564124.1","47308","Neogobius melanostomus","0"
"KC886276.1","KC886276.1","47308","Neogobius melanostomus","0"
"KC886277.1","KC886277.1","47308","Neogobius melanostomus","0"
"KJ605185.1","KJ605185.1","47308","Neogobius melanostomus","0"
"KJ654331.1","KJ654331.1","47308","Neogobius melanostomus","0"
"EU564121.1","EU564121.1","47308","Neogobius melanostomus","0"
"EU564120.1","EU564120.1","47308","Neogobius melanostomus","0"
"KC886278.1","KC886278.1","47308","Neogobius melanostomus","0"
"KF549989.1","KF549989.1","47308","Neogobius melanostomus","0"
"KF549990.1","KF549990.1","47308","Neogobius melanostomus","0"
"KF549988.1","KF549988.1","47308","Neogobius melanostomus","0"
"JF313911.1","JF313911.1","8017","Oncorhynchus gorbuscha","0"
"JF313906.1","JF313906.1","8017","Oncorhynchus gorbuscha","0"
"FJ435593.1","FJ435593.1","8022","Oncorhynchus mykiss","0"
"JF313908.1","JF313908.1","8017","Oncorhynchus gorbuscha","0"
"JF313917.1","JF313917.1","8017","Oncorhynchus gorbuscha","0"
"AY032631.1","AY032631.1","8022","Oncorhynchus mykiss","0"
"EF455489.1","EF455489.1","8017","Oncorhynchus gorbuscha","0"
"DQ288268.1","DQ288268.1","8022","Oncorhynchus mykiss","0"
"JF313915.1","JF313915.1","8017","Oncorhynchus gorbuscha","0"
"JF313918.1","JF313918.1","8017","Oncorhynchus gorbuscha","0"
"JF313905.1","JF313905.1","8017","Oncorhynchus gorbuscha","0"
"JF313922.1","JF313922.1","8017","Oncorhynchus gorbuscha","0"
"FJ435590.1","FJ435590.1","8022","Oncorhynchus mykiss","0"
"JF313919.1","JF313919.1","8017","Oncorhynchus gorbuscha","0"
"AF125209.1","AF125209.1","8022","Oncorhynchus mykiss","0"
"JF313913.1","JF313913.1","8017","Oncorhynchus gorbuscha","0"
"JX185439.1","JX185439.1","8017","Oncorhynchus gorbuscha","0"
"EU492295.1","EU492295.1","29151","Osmerus eperlanus","0"
"FJ435596.1","FJ435596.1","8022","Oncorhynchus mykiss","0"
"JF313920.1","JF313920.1","8017","Oncorhynchus gorbuscha","0"
"DQ288271.1","DQ288271.1","8022","Oncorhynchus mykiss","0"
"JF313916.1","JF313916.1","8017","Oncorhynchus gorbuscha","0"
"FJ435594.1","FJ435594.1","8022","Oncorhynchus mykiss","0"
"JX960814.1","JX960814.1","8022","Oncorhynchus mykiss","0"
"JF313914.1","JF313914.1","8017","Oncorhynchus gorbuscha","0"
"KP013084.1","KP013084.1","8022","Oncorhynchus mykiss","0"
"EU492321.1","EU492321.1","29151","Osmerus eperlanus","0"
"JX185440.1","JX185440.1","8017","Oncorhynchus gorbuscha","0"
"AF125208.1","AF125208.1","8022","Oncorhynchus mykiss","0"
"FJ435591.1","FJ435591.1","8022","Oncorhynchus mykiss","0"
"FJ435597.1","FJ435597.1","8022","Oncorhynchus mykiss","0"
"JF313912.1","JF313912.1","8017","Oncorhynchus gorbuscha","0"
"KU761858.1","KU761858.1","8022","Oncorhynchus mykiss","0"
"AY587169.1","AY587169.1","8022","Oncorhynchus mykiss","0"
"JF313921.1","JF313921.1","8017","Oncorhynchus gorbuscha","0"
"JF313923.1","JF313923.1","8017","Oncorhynchus gorbuscha","0"
"JX960805.1","JX960805.1","8017","Oncorhynchus gorbuscha","0"
"FJ435595.1","FJ435595.1","8022","Oncorhynchus mykiss","0"
"FJ435586.1","FJ435586.1","8022","Oncorhynchus mykiss","0"
"JX185444.1","JX185444.1","8017","Oncorhynchus gorbuscha","0"
"KP085590.1","KP085590.1","8022","Oncorhynchus mykiss","0"
"JX960815.1","JX960815.1","8022","Oncorhynchus mykiss","0"
"JX185443.1","JX185443.1","8017","Oncorhynchus gorbuscha","0"
"KU761855.1","KU761855.1","8017","Oncorhynchus gorbuscha","0"
"FJ435602.1","FJ435602.1","8022","Oncorhynchus mykiss","0"
"FJ435589.1","FJ435589.1","8022","Oncorhynchus mykiss","0"
"JX960806.1","JX960806.1","8017","Oncorhynchus gorbuscha","0"
"FJ010885.1","FJ010885.1","29151","Osmerus eperlanus","0"
"JX960813.1","JX960813.1","8022","Oncorhynchus mykiss","0"
"AY032630.1","AY032630.1","8022","Oncorhynchus mykiss","0"
"AY032632.1","AY032632.1","8022","Oncorhynchus mykiss","0"
"JF313909.1","JF313909.1","8017","Oncorhynchus gorbuscha","0"
"AY032629.1","AY032629.1","8022","Oncorhynchus mykiss","0"
"HM117871.1","HM117871.1","51549","Pseudorasbora parva","0"
"KR074934.1","KR074934.1","51549","Pseudorasbora parva","0"
"EU348846.1","EU348846.1","8168","Perca fluviatilis","0"
"JF489746.1","JF489746.1","51549","Pseudorasbora parva","0"
"GU227767.1","GU227767.1","134920","Pungitius pungitius","0"
"EU444660.1","EU444660.1","322563","Proterorhinus semilunaris","0"
"HM117874.1","HM117874.1","51549","Pseudorasbora parva","0"
"GU227761.1","GU227761.1","134920","Pungitius pungitius","0"
"KR074911.1","KR074911.1","51549","Pseudorasbora parva","0"
"KR074908.1","KR074908.1","51549","Pseudorasbora parva","0"
"JF798906.1","JF798906.1","134920","Pungitius pungitius","0"
"JF798891.1","JF798891.1","134920","Pungitius pungitius","0"
"JF489639.1","JF489639.1","51549","Pseudorasbora parva","0"
"KJ605205.1","KJ605205.1","322563","Proterorhinus semilunaris","0"
"GU227759.1","GU227759.1","134920","Pungitius pungitius","0"
"KR074560.1","KR074560.1","51549","Pseudorasbora parva","0"
"EU444650.1","EU444650.1","322563","Proterorhinus semilunaris","0"
"EU348839.1","EU348839.1","8168","Perca fluviatilis","0"
"JF802126.1","JF802126.1","51549","Pseudorasbora parva","0"
"JF798887.1","JF798887.1","134920","Pungitius pungitius","0"
"AB677449.1","AB677449.1","51549","Pseudorasbora parva","0"
"JF798881.1","JF798881.1","134920","Pungitius pungitius","0"
"GU227769.1","GU227769.1","134920","Pungitius pungitius","0"
"HM117894.1","HM117894.1","51549","Pseudorasbora parva","0"
"JF798883.1","JF798883.1","134920","Pungitius pungitius","0"
"KJ605209.1","KJ605209.1","322563","Proterorhinus semilunaris","0"
"EU444627.1","EU444627.1","322563","Proterorhinus semilunaris","0"
"KR074635.1","KR074635.1","51549","Pseudorasbora parva","0"
"KJ627982.1","KJ627982.1","134920","Pungitius pungitius","0"
"EU348843.1","EU348843.1","8168","Perca fluviatilis","0"
"KJ627980.1","KJ627980.1","134920","Pungitius pungitius","0"
"HM117901.1","HM117901.1","51549","Pseudorasbora parva","0"
"EU348841.1","EU348841.1","8168","Perca fluviatilis","0"
"JF798889.1","JF798889.1","134920","Pungitius pungitius","0"
"JF798897.1","JF798897.1","134920","Pungitius pungitius","0"
"KR074846.1","KR074846.1","51549","Pseudorasbora parva","0"
"KR074659.1","KR074659.1","51549","Pseudorasbora parva","0"
"JF798895.1","JF798895.1","134920","Pungitius pungitius","0"
"KR074742.1","KR074742.1","51549","Pseudorasbora parva","0"
"KT278765.1","KT278765.1","90988","Pimephales promelas","0"
"JF489719.1","JF489719.1","51549","Pseudorasbora parva","0"
"KR074885.1","KR074885.1","51549","Pseudorasbora parva","0"
"KT583722.1","KT583722.1","134920","Pungitius pungitius","0"
"KJ627979.1","KJ627979.1","134920","Pungitius pungitius","0"
"JF798893.1","JF798893.1","134920","Pungitius pungitius","0"
"JF798885.1","JF798885.1","134920","Pungitius pungitius","0"
"GU227749.1","GU227749.1","134920","Pungitius pungitius","0"
"AF546117.1","AF546117.1","8168","Perca fluviatilis","0"
"KR074770.1","KR074770.1","51549","Pseudorasbora parva","0"
"KJ605212.1","KJ605212.1","322563","Proterorhinus semilunaris","0"
"JF798878.1","JF798878.1","134920","Pungitius pungitius","0"
"KR074727.1","KR074727.1","51549","Pseudorasbora parva","0"
"JF798916.1","JF798916.1","134920","Pungitius pungitius","0"
"KJ627985.1","KJ627985.1","134920","Pungitius pungitius","0"
"KR074768.1","KR074768.1","51549","Pseudorasbora parva","0"
"JF798874.1","JF798874.1","134920","Pungitius pungitius","0"
"AY952995.1","AY952995.1","51549","Pseudorasbora parva","0"
"KJ605203.1","KJ605203.1","322563","Proterorhinus semilunaris","0"
"HM117861.1","HM117861.1","51549","Pseudorasbora parva","0"
"JF798876.1","JF798876.1","134920","Pungitius pungitius","0"
"KR074940.1","KR074940.1","51549","Pseudorasbora parva","0"
"KR074817.1","KR074817.1","51549","Pseudorasbora parva","0"
"JF489780.1","JF489780.1","51549","Pseudorasbora parva","0"
"KR074643.1","KR074643.1","51549","Pseudorasbora parva","0"
"KR074718.1","KR074718.1","51549","Pseudorasbora parva","0"
"GU227783.1","GU227783.1","134920","Pungitius pungitius","0"
"HM117900.1","HM117900.1","51549","Pseudorasbora parva","0"
"EU934503.1","EU934503.1","51549","Pseudorasbora parva","0"
"KT989571.1","KT989571.1","134920","Pungitius pungitius","0"
"GU227781.1","GU227781.1","134920","Pungitius pungitius","0"
"EU934501.1","EU934501.1","51549","Pseudorasbora parva","0"
"KR074663.1","KR074663.1","51549","Pseudorasbora parva","0"
"HM117899.1","HM117899.1","51549","Pseudorasbora parva","0"
"JF489616.1","JF489616.1","51549","Pseudorasbora parva","0"
"KJ627975.1","KJ627975.1","134920","Pungitius pungitius","0"
"KR074732.1","KR074732.1","51549","Pseudorasbora parva","0"
"KC819836.1","KC819836.1","8168","Perca fluviatilis","0"
"HM117897.1","HM117897.1","51549","Pseudorasbora parva","0"
"KR074820.1","KR074820.1","51549","Pseudorasbora parva","0"
"JF798899.1","JF798899.1","134920","Pungitius pungitius","0"
"JF798927.1","JF798927.1","134920","Pungitius pungitius","0"
"KR074760.1","KR074760.1","51549","Pseudorasbora parva","0"
"EU109757.1","EU109757.1","8260","Platichthys flesus","0"
"HM117891.1","HM117891.1","51549","Pseudorasbora parva","0"
"JF798925.1","JF798925.1","134920","Pungitius pungitius","0"
"HM117866.1","HM117866.1","51549","Pseudorasbora parva","0"
"EU109755.1","EU109755.1","8260","Platichthys flesus","0"
"KR074681.1","KR074681.1","51549","Pseudorasbora parva","0"
"JF798923.1","JF798923.1","134920","Pungitius pungitius","0"
"FJ515658.1","FJ515658.1","8260","Platichthys flesus","0"
"HM117855.1","HM117855.1","51549","Pseudorasbora parva","0"
"JF489651.1","JF489651.1","51549","Pseudorasbora parva","0"
"EU224026.1","EU224026.1","8260","Platichthys flesus","0"
"KR074581.1","KR074581.1","51549","Pseudorasbora parva","0"
"HM117887.1","HM117887.1","51549","Pseudorasbora parva","0"
"JF798921.1","JF798921.1","134920","Pungitius pungitius","0"
"JF489646.1","JF489646.1","51549","Pseudorasbora parva","0"
"KJ605198.1","KJ605198.1","322563","Proterorhinus semilunaris","0"
"JF489647.1","JF489647.1","51549","Pseudorasbora parva","0"
"KR074701.1","KR074701.1","51549","Pseudorasbora parva","0"
"HM117879.1","HM117879.1","51549","Pseudorasbora parva","0"
"KJ605207.1","KJ605207.1","322563","Proterorhinus semilunaris","0"
"AF546116.1","AF546116.1","8168","Perca fluviatilis","0"
"JF798907.1","JF798907.1","134920","Pungitius pungitius","0"
"JF489717.1","JF489717.1","51549","Pseudorasbora parva","0"
"KR074692.1","KR074692.1","51549","Pseudorasbora parva","0"
"GU227742.1","GU227742.1","134920","Pungitius pungitius","0"
"LC098194.1","LC098194.1","51549","Pseudorasbora parva","0"
"KC886259.1","KC886259.1","320565","Ponticola kessleri","0"
"LC097671.1","LC097671.1","51549","Pseudorasbora parva","0"
"HM117867.1","HM117867.1","51549","Pseudorasbora parva","0"
"KJ605194.1","KJ605194.1","322563","Proterorhinus semilunaris","0"
"LC098196.1","LC098196.1","51549","Pseudorasbora parva","0"
"JF798909.1","JF798909.1","134920","Pungitius pungitius","0"
"JF798913.1","JF798913.1","134920","Pungitius pungitius","0"
"AF051873.1","AF051873.1","51549","Pseudorasbora parva","0"
"JF489633.1","JF489633.1","51549","Pseudorasbora parva","0"
"FJ172664.1","FJ172664.1","8168","Perca fluviatilis","0"
"JF798919.1","JF798919.1","134920","Pungitius pungitius","0"
"JF798905.1","JF798905.1","134920","Pungitius pungitius","0"
"KJ605186.1","KJ605186.1","320565","Ponticola kessleri","0"
"AB366541.1","AB366541.1","51549","Pseudorasbora parva","0"
"JF798929.1","JF798929.1","134920","Pungitius pungitius","0"
"JF489641.1","JF489641.1","51549","Pseudorasbora parva","0"
"EU444609.1","EU444609.1","322563","Proterorhinus semilunaris","0"
"HM117858.1","HM117858.1","51549","Pseudorasbora parva","0"
"HM117869.1","HM117869.1","51549","Pseudorasbora parva","0"
"EU444633.1","EU444633.1","322563","Proterorhinus semilunaris","0"
"GU227748.1","GU227748.1","134920","Pungitius pungitius","0"
"JF489615.1","JF489615.1","51549","Pseudorasbora parva","0"
"KJ605192.1","KJ605192.1","322563","Proterorhinus semilunaris","0"
"KR074842.1","KR074842.1","51549","Pseudorasbora parva","0"
"GU227740.1","GU227740.1","134920","Pungitius pungitius","0"
"KR074622.1","KR074622.1","51549","Pseudorasbora parva","0"
"AB125334.1","AB125334.1","8260","Platichthys flesus","0"
"GU227746.1","GU227746.1","134920","Pungitius pungitius","0"
"JF798901.1","JF798901.1","134920","Pungitius pungitius","0"
"GU227762.1","GU227762.1","134920","Pungitius pungitius","0"
"EU444613.1","EU444613.1","322563","Proterorhinus semilunaris","0"
"JF798903.1","JF798903.1","134920","Pungitius pungitius","0"
"EU492120.1","EU492120.1","8260","Platichthys flesus","0"
"HM117852.1","HM117852.1","51549","Pseudorasbora parva","0"
"JF489857.1","JF489857.1","51549","Pseudorasbora parva","0"
"GU227764.1","GU227764.1","134920","Pungitius pungitius","0"
"KR074668.1","KR074668.1","51549","Pseudorasbora parva","0"
"KR074712.1","KR074712.1","51549","Pseudorasbora parva","0"
"GU227744.1","GU227744.1","134920","Pungitius pungitius","0"
"JF489673.1","JF489673.1","51549","Pseudorasbora parva","0"
"KR074838.1","KR074838.1","51549","Pseudorasbora parva","0"
"EU444659.1","EU444659.1","322563","Proterorhinus semilunaris","0"
"KJ627987.1","KJ627987.1","134920","Pungitius pungitius","0"
"GU227766.1","GU227766.1","134920","Pungitius pungitius","0"
"JF798917.1","JF798917.1","134920","Pungitius pungitius","0"
"GQ184521.1","GQ184521.1","90988","Pimephales promelas","0"
"KR074636.1","KR074636.1","51549","Pseudorasbora parva","0"
"JF489813.1","JF489813.1","51549","Pseudorasbora parva","0"
"JF798915.1","JF798915.1","134920","Pungitius pungitius","0"
"GU227745.1","GU227745.1","134920","Pungitius pungitius","0"
"EU444649.1","EU444649.1","322563","Proterorhinus semilunaris","0"
"GU227760.1","GU227760.1","134920","Pungitius pungitius","0"
"EU444661.1","EU444661.1","322563","Proterorhinus semilunaris","0"
"KR074769.1","KR074769.1","51549","Pseudorasbora parva","0"
"KJ605206.1","KJ605206.1","322563","Proterorhinus semilunaris","0"
"EU444651.1","EU444651.1","322563","Proterorhinus semilunaris","0"
"EU444605.1","EU444605.1","322563","Proterorhinus semilunaris","0"
"JF489825.1","JF489825.1","51549","Pseudorasbora parva","0"
"LC097673.1","LC097673.1","51549","Pseudorasbora parva","0"
"GU227754.1","GU227754.1","134920","Pungitius pungitius","0"
"KR074926.1","KR074926.1","51549","Pseudorasbora parva","0"
"HM117883.1","HM117883.1","51549","Pseudorasbora parva","0"
"EU444607.1","EU444607.1","322563","Proterorhinus semilunaris","0"
"JF798880.1","JF798880.1","134920","Pungitius pungitius","0"
"HM224302.1","HM224302.1","51549","Pseudorasbora parva","0"
"GU227768.1","GU227768.1","134920","Pungitius pungitius","0"
"GU227756.1","GU227756.1","134920","Pungitius pungitius","0"
"AB094628.1","AB094628.1","134920","Pungitius pungitius","0"
"JF798911.1","JF798911.1","134920","Pungitius pungitius","0"
"JF798882.1","JF798882.1","134920","Pungitius pungitius","0"
"GU227750.1","GU227750.1","134920","Pungitius pungitius","0"
"KJ605208.1","KJ605208.1","322563","Proterorhinus semilunaris","0"
"GU227770.1","GU227770.1","134920","Pungitius pungitius","0"
"KJ627983.1","KJ627983.1","134920","Pungitius pungitius","0"
"GQ184519.1","GQ184519.1","90988","Pimephales promelas","0"
"GQ275159.1","GQ275159.1","90988","Pimephales promelas","0"
"KJ627981.1","KJ627981.1","134920","Pungitius pungitius","0"
"GU227778.1","GU227778.1","134920","Pungitius pungitius","0"
"JF798888.1","JF798888.1","134920","Pungitius pungitius","0"
"KR074577.1","KR074577.1","51549","Pseudorasbora parva","0"
"NC_011571.1","NC_011571.1","134920","Pungitius pungitius","0"
"GU227752.1","GU227752.1","134920","Pungitius pungitius","0"
"JF489648.1","JF489648.1","51549","Pseudorasbora parva","0"
"EU444665.1","EU444665.1","322563","Proterorhinus semilunaris","0"
"KJ605204.1","KJ605204.1","322563","Proterorhinus semilunaris","0"
"KR074847.1","KR074847.1","51549","Pseudorasbora parva","0"
"KJ605196.1","KJ605196.1","322563","Proterorhinus semilunaris","0"
"EU444625.1","EU444625.1","322563","Proterorhinus semilunaris","0"
"LC097675.1","LC097675.1","51549","Pseudorasbora parva","0"
"EU444669.1","EU444669.1","320565","Ponticola kessleri","0"
"HM117881.1","HM117881.1","51549","Pseudorasbora parva","0"
"JF798884.1","JF798884.1","134920","Pungitius pungitius","0"
"HM117893.1","HM117893.1","51549","Pseudorasbora parva","0"
"JF489643.1","JF489643.1","51549","Pseudorasbora parva","0"
"GU227774.1","GU227774.1","134920","Pungitius pungitius","0"
"JF798886.1","JF798886.1","134920","Pungitius pungitius","0"
"GU227772.1","GU227772.1","134920","Pungitius pungitius","0"
"HM117854.1","HM117854.1","51549","Pseudorasbora parva","0"
"NC_020358.1","NC_020358.1","58324","Phoxinus phoxinus","0"
"JF798894.1","JF798894.1","134920","Pungitius pungitius","0"
"KJ627989.1","KJ627989.1","134920","Pungitius pungitius","0"
"KJ605200.1","KJ605200.1","322563","Proterorhinus semilunaris","0"
"JF798892.1","JF798892.1","134920","Pungitius pungitius","0"
"JF798873.1","JF798873.1","134920","Pungitius pungitius","0"
"EU444663.1","EU444663.1","322563","Proterorhinus semilunaris","0"
"JF798890.1","JF798890.1","134920","Pungitius pungitius","0"
"JF798875.1","JF798875.1","134920","Pungitius pungitius","0"
"GU227758.1","GU227758.1","134920","Pungitius pungitius","0"
"HM117870.1","HM117870.1","51549","Pseudorasbora parva","0"
"KR074644.1","KR074644.1","51549","Pseudorasbora parva","0"
"KJ605202.1","KJ605202.1","322563","Proterorhinus semilunaris","0"
"KR074666.1","KR074666.1","51549","Pseudorasbora parva","0"
"HM117877.1","HM117877.1","51549","Pseudorasbora parva","0"
"JF798877.1","JF798877.1","134920","Pungitius pungitius","0"
"JF798879.1","JF798879.1","134920","Pungitius pungitius","0"
"EU348842.1","EU348842.1","8168","Perca fluviatilis","0"
"EU492294.1","EU492294.1","8260","Platichthys flesus","0"
