"seqname","accession","tax_id","species_name","is_type"
"JF798898.1","JF798898.1","134920","Pungitius pungitius","0"
"EU348840.1","EU348840.1","8168","Perca fluviatilis","0"
"KR074759.1","KR074759.1","51549","Pseudorasbora parva","0"
"GU227780.1","GU227780.1","134920","Pungitius pungitius","0"
"KC992395.1","KC992395.1","58324","Phoxinus phoxinus","0"
"JF798896.1","JF798896.1","134920","Pungitius pungitius","0"
"KR074807.1","KR074807.1","51549","Pseudorasbora parva","0"
"EU444662.1","EU444662.1","322563","Proterorhinus semilunaris","0"
"EU444626.1","EU444626.1","322563","Proterorhinus semilunaris","0"
"KR074888.1","KR074888.1","51549","Pseudorasbora parva","0"
"HM117875.1","HM117875.1","51549","Pseudorasbora parva","0"
"KR074656.1","KR074656.1","51549","Pseudorasbora parva","0"
"EU109756.1","EU109756.1","8260","Platichthys flesus","0"
"EU109754.1","EU109754.1","8260","Platichthys flesus","0"
"HM117889.1","HM117889.1","51549","Pseudorasbora parva","0"
"EU348844.1","EU348844.1","8168","Perca fluviatilis","0"
"EU109752.1","EU109752.1","8260","Platichthys flesus","0"
"HM117880.1","HM117880.1","51549","Pseudorasbora parva","0"
"KJ605210.1","KJ605210.1","322563","Proterorhinus semilunaris","0"
"KR074739.1","KR074739.1","51549","Pseudorasbora parva","0"
"HM117886.1","HM117886.1","51549","Pseudorasbora parva","0"
"HM117885.1","HM117885.1","51549","Pseudorasbora parva","0"
"KR074691.1","KR074691.1","51549","Pseudorasbora parva","0"
"KJ627976.1","KJ627976.1","134920","Pungitius pungitius","0"
"KJ627984.1","KJ627984.1","134920","Pungitius pungitius","0"
"KR074674.1","KR074674.1","51549","Pseudorasbora parva","0"
"KR074707.1","KR074707.1","51549","Pseudorasbora parva","0"
"HM117884.1","HM117884.1","51549","Pseudorasbora parva","0"
"AF356080.1","AF356080.1","134920","Pungitius pungitius","0"
"KR074693.1","KR074693.1","51549","Pseudorasbora parva","0"
"HM117896.1","HM117896.1","51549","Pseudorasbora parva","0"
"JF489858.1","JF489858.1","51549","Pseudorasbora parva","0"
"HM117864.1","HM117864.1","51549","Pseudorasbora parva","0"
"HM117888.1","HM117888.1","51549","Pseudorasbora parva","0"
"HM117882.1","HM117882.1","51549","Pseudorasbora parva","0"
"HM117853.1","HM117853.1","51549","Pseudorasbora parva","0"
"KJ627978.1","KJ627978.1","134920","Pungitius pungitius","0"
"EU934502.1","EU934502.1","51549","Pseudorasbora parva","0"
"HM117863.1","HM117863.1","51549","Pseudorasbora parva","0"
"JF798910.1","JF798910.1","134920","Pungitius pungitius","0"
"HM117890.1","HM117890.1","51549","Pseudorasbora parva","0"
"EU934500.1","EU934500.1","51549","Pseudorasbora parva","0"
"HM117860.1","HM117860.1","51549","Pseudorasbora parva","0"
"JF489703.1","JF489703.1","51549","Pseudorasbora parva","0"
"NC_001626.1","NC_001626.1","7757","Petromyzon marinus","0"
"JF489634.1","JF489634.1","51549","Pseudorasbora parva","0"
"HM117898.1","HM117898.1","51549","Pseudorasbora parva","0"
"JF798918.1","JF798918.1","134920","Pungitius pungitius","0"
"KR074733.1","KR074733.1","51549","Pseudorasbora parva","0"
"HM117865.1","HM117865.1","51549","Pseudorasbora parva","0"
"JF489636.1","JF489636.1","51549","Pseudorasbora parva","0"
"JF798926.1","JF798926.1","134920","Pungitius pungitius","0"
"HM117857.1","HM117857.1","51549","Pseudorasbora parva","0"
"EU444608.1","EU444608.1","322563","Proterorhinus semilunaris","0"
"KR074713.1","KR074713.1","51549","Pseudorasbora parva","0"
"HM117859.1","HM117859.1","51549","Pseudorasbora parva","0"
"JF798924.1","JF798924.1","134920","Pungitius pungitius","0"
"HM117868.1","HM117868.1","51549","Pseudorasbora parva","0"
"EU934504.1","EU934504.1","51549","Pseudorasbora parva","0"
"JF798922.1","JF798922.1","134920","Pungitius pungitius","0"
"KJ627977.1","KJ627977.1","134920","Pungitius pungitius","0"
"LC097672.1","LC097672.1","51549","Pseudorasbora parva","0"
"KR074580.1","KR074580.1","51549","Pseudorasbora parva","0"
"HM117892.1","HM117892.1","51549","Pseudorasbora parva","0"
"KJ605211.1","KJ605211.1","322563","Proterorhinus semilunaris","0"
"KT289925.1","KT289925.1","90988","Pimephales promelas","0"
"JF798920.1","JF798920.1","134920","Pungitius pungitius","0"
"KM410088.1","KM410088.1","8168","Perca fluviatilis","0"
"KJ605189.1","KJ605189.1","320565","Ponticola kessleri","0"
"FJ788391.1","FJ788391.1","8168","Perca fluviatilis","0"
"KR074798.1","KR074798.1","51549","Pseudorasbora parva","0"
"KJ605199.1","KJ605199.1","322563","Proterorhinus semilunaris","0"
"KJ605187.1","KJ605187.1","320565","Ponticola kessleri","0"
"LC098193.1","LC098193.1","51549","Pseudorasbora parva","0"
"JF798904.1","JF798904.1","134920","Pungitius pungitius","0"
"JF798912.1","JF798912.1","134920","Pungitius pungitius","0"
"KC906398.1","KC906398.1","58324","Phoxinus phoxinus","0"
"AF045358.1","AF045358.1","8168","Perca fluviatilis","0"
"FJ788405.1","FJ788405.1","8168","Perca fluviatilis","0"
"JF798908.1","JF798908.1","134920","Pungitius pungitius","0"
"GQ184522.1","GQ184522.1","90988","Pimephales promelas","0"
"KR074637.1","KR074637.1","51549","Pseudorasbora parva","0"
"JF489862.1","JF489862.1","51549","Pseudorasbora parva","0"
"KM583832.1","KM583832.1","320565","Ponticola kessleri","0"
"JF798914.1","JF798914.1","134920","Pungitius pungitius","0"
"JF489645.1","JF489645.1","51549","Pseudorasbora parva","0"
"HM117872.1","HM117872.1","51549","Pseudorasbora parva","0"
"LC098191.1","LC098191.1","51549","Pseudorasbora parva","0"
"GU227755.1","GU227755.1","134920","Pungitius pungitius","0"
"JF798928.1","JF798928.1","134920","Pungitius pungitius","0"
"EU444604.1","EU444604.1","322563","Proterorhinus semilunaris","0"
"HM117876.1","HM117876.1","51549","Pseudorasbora parva","0"
"HM117878.1","HM117878.1","51549","Pseudorasbora parva","0"
"KR074633.1","KR074633.1","51549","Pseudorasbora parva","0"
"GU227757.1","GU227757.1","134920","Pungitius pungitius","0"
"EU444606.1","EU444606.1","322563","Proterorhinus semilunaris","0"
"JF489808.1","JF489808.1","51549","Pseudorasbora parva","0"
"GQ184520.1","GQ184520.1","90988","Pimephales promelas","0"
"GU227751.1","GU227751.1","134920","Pungitius pungitius","0"
"KJ605191.1","KJ605191.1","322563","Proterorhinus semilunaris","0"
"KJ605201.1","KJ605201.1","322563","Proterorhinus semilunaris","0"
"KJ627986.1","KJ627986.1","134920","Pungitius pungitius","0"
"GU227771.1","GU227771.1","134920","Pungitius pungitius","0"
"GQ275158.1","GQ275158.1","90988","Pimephales promelas","0"
"EU348845.1","EU348845.1","8168","Perca fluviatilis","0"
"EU444632.1","EU444632.1","322563","Proterorhinus semilunaris","0"
"KJ605193.1","KJ605193.1","322563","Proterorhinus semilunaris","0"
"JF489702.1","JF489702.1","51549","Pseudorasbora parva","0"
"HM117873.1","HM117873.1","51549","Pseudorasbora parva","0"
"EU444634.1","EU444634.1","322563","Proterorhinus semilunaris","0"
"GU227743.1","GU227743.1","134920","Pungitius pungitius","0"
"GU227779.1","GU227779.1","134920","Pungitius pungitius","0"
"AY929376.1","AY929376.1","8168","Perca fluviatilis","0"
"GU227777.1","GU227777.1","134920","Pungitius pungitius","0"
"KR074621.1","KR074621.1","51549","Pseudorasbora parva","0"
"GU227741.1","GU227741.1","134920","Pungitius pungitius","0"
"GU227753.1","GU227753.1","134920","Pungitius pungitius","0"
"EU444664.1","EU444664.1","322563","Proterorhinus semilunaris","0"
"GU227747.1","GU227747.1","134920","Pungitius pungitius","0"
"FJ788389.1","FJ788389.1","8168","Perca fluviatilis","0"
"GU227775.1","GU227775.1","134920","Pungitius pungitius","0"
"KR074866.1","KR074866.1","51549","Pseudorasbora parva","0"
"JF798900.1","JF798900.1","134920","Pungitius pungitius","0"
"LC097674.1","LC097674.1","51549","Pseudorasbora parva","0"
"GU227763.1","GU227763.1","134920","Pungitius pungitius","0"
"HM117862.1","HM117862.1","51549","Pseudorasbora parva","0"
"EU224027.1","EU224027.1","8260","Platichthys flesus","0"
"KR074873.1","KR074873.1","51549","Pseudorasbora parva","0"
"JF798902.1","JF798902.1","134920","Pungitius pungitius","0"
"LC097676.1","LC097676.1","51549","Pseudorasbora parva","0"
"EU444612.1","EU444612.1","322563","Proterorhinus semilunaris","0"
"KR074544.1","KR074544.1","51549","Pseudorasbora parva","0"
"KR074923.1","KR074923.1","51549","Pseudorasbora parva","0"
"HM560155.1","HM560155.1","51549","Pseudorasbora parva","0"
"KR074875.1","KR074875.1","51549","Pseudorasbora parva","0"
"KJ627988.1","KJ627988.1","134920","Pungitius pungitius","0"
"KR074853.1","KR074853.1","51549","Pseudorasbora parva","0"
"EU444658.1","EU444658.1","322563","Proterorhinus semilunaris","0"
"GU227765.1","GU227765.1","134920","Pungitius pungitius","0"
"GU227773.1","GU227773.1","134920","Pungitius pungitius","0"
"KJ605197.1","KJ605197.1","322563","Proterorhinus semilunaris","0"
"KR074877.1","KR074877.1","51549","Pseudorasbora parva","0"
"EU444628.1","EU444628.1","322563","Proterorhinus semilunaris","0"
"HM156755.1","HM156755.1","48668","Rutilus rutilus","0"
"KR025542.1","KR025542.1","48668","Rutilus rutilus","0"
"KF784831.1","KF784831.1","48668","Rutilus rutilus","0"
"KR025541.1","KR025541.1","48668","Rutilus rutilus","0"
"HM156754.1","HM156754.1","48668","Rutilus rutilus","0"
"KF784838.1","KF784838.1","48668","Rutilus rutilus","0"
"HM156756.1","HM156756.1","48668","Rutilus rutilus","0"
"HM156757.1","HM156757.1","48668","Rutilus rutilus","0"
"HM560167.1","HM560167.1","48668","Rutilus rutilus","0"
"KU302643.1","KU302643.1","48668","Rutilus rutilus","0"
"KM052222.1","KM052222.1","58327","Rhodeus sericeus","0"
"HM156752.1","HM156752.1","48668","Rutilus rutilus","0"
"KF552102.1","KF552102.1","48668","Rutilus rutilus","0"
"KF784839.1","KF784839.1","48668","Rutilus rutilus","0"
"HM156758.1","HM156758.1","48668","Rutilus rutilus","0"
"HM560168.1","HM560168.1","48668","Rutilus rutilus","0"
"KF784812.1","KF784812.1","48668","Rutilus rutilus","0"
"HM156751.1","HM156751.1","48668","Rutilus rutilus","0"
"KF784813.1","KF784813.1","48668","Rutilus rutilus","0"
"KF784821.1","KF784821.1","48668","Rutilus rutilus","0"
"KF784820.1","KF784820.1","48668","Rutilus rutilus","0"
"FJ025074.1","FJ025074.1","48668","Rutilus rutilus","0"
"AB366518.1","AB366518.1","58327","Rhodeus sericeus","0"
"HM156753.1","HM156753.1","48668","Rutilus rutilus","0"
"KF410786.1","KF410786.1","58327","Rhodeus sericeus","0"
"KF784833.1","KF784833.1","48668","Rutilus rutilus","0"
"KF784808.1","KF784808.1","48668","Rutilus rutilus","0"
"KF784819.1","KF784819.1","48668","Rutilus rutilus","0"
"KF784822.1","KF784822.1","48668","Rutilus rutilus","0"
"KF410785.1","KF410785.1","58327","Rhodeus sericeus","0"
"KF784815.1","KF784815.1","48668","Rutilus rutilus","0"
"FJ025072.1","FJ025072.1","48668","Rutilus rutilus","0"
"KF784841.1","KF784841.1","48668","Rutilus rutilus","0"
"KF784814.1","KF784814.1","48668","Rutilus rutilus","0"
"KF784810.1","KF784810.1","48668","Rutilus rutilus","0"
"KF784840.1","KF784840.1","48668","Rutilus rutilus","0"
"KC696559.1","KC696559.1","48668","Rutilus rutilus","0"
"AJ555554.1","AJ555554.1","48668","Rutilus rutilus","0"
"FJ025068.1","FJ025068.1","48668","Rutilus rutilus","0"
"KF784811.1","KF784811.1","48668","Rutilus rutilus","0"
"KF784832.1","KF784832.1","48668","Rutilus rutilus","0"
"HM156759.1","HM156759.1","48668","Rutilus rutilus","0"
"FJ025078.1","FJ025078.1","48668","Rutilus rutilus","0"
"EU856045.1","EU856045.1","8284","Squalius cephalus","0"
"AJ389559.1","AJ389559.1","8284","Squalius cephalus","0"
"DQ451370.1","DQ451370.1","8032","Salmo trutta","0"
"AY509842.1","AY509842.1","58319","Scardinius erythrophthalmus","0"
"AY509840.1","AY509840.1","58319","Scardinius erythrophthalmus","0"
"AJ389554.1","AJ389554.1","8284","Squalius cephalus","0"
"DQ451372.1","DQ451372.1","8032","Salmo trutta","0"
"DQ451374.1","DQ451374.1","8032","Salmo trutta","0"
"HM049965.1","HM049965.1","283035","Sander lucioperca","0"
"KU302640.1","KU302640.1","8284","Squalius cephalus","0"
"EU492280.1","EU492280.1","8030","Salmo salar","0"
"EU856057.1","EU856057.1","58319","Scardinius erythrophthalmus","0"
"KF985678.1","KF985678.1","8032","Salmo trutta","0"
"KU302642.1","KU302642.1","8284","Squalius cephalus","0"
"KP200650.1","KP200650.1","8036","Salvelinus alpinus","0"
"JX960836.1","JX960836.1","8032","Salmo trutta","0"
"EU791880.1","EU791880.1","8284","Squalius cephalus","0"
"EU791882.1","EU791882.1","8284","Squalius cephalus","0"
"KF985715.1","KF985715.1","8032","Salmo trutta","0"
"JX025365.1","JX025365.1","283035","Sander lucioperca","0"
"KP200661.1","KP200661.1","8036","Salvelinus alpinus","0"
"KF985670.1","KF985670.1","8032","Salmo trutta","0"
"AJ252807.1","AJ252807.1","8284","Squalius cephalus","0"
"FJ608997.1","FJ608997.1","8032","Salmo trutta","0"
"EU791884.1","EU791884.1","8284","Squalius cephalus","0"
"FJ608991.1","FJ608991.1","8032","Salmo trutta","0"
"FJ608987.1","FJ608987.1","8032","Salmo trutta","0"
"AY509838.1","AY509838.1","58319","Scardinius erythrophthalmus","0"
"KP200643.1","KP200643.1","8036","Salvelinus alpinus","0"
"FJ608989.1","FJ608989.1","8032","Salmo trutta","0"
"AJ389562.1","AJ389562.1","8284","Squalius cephalus","0"
"FJ608993.1","FJ608993.1","8032","Salmo trutta","0"
"FJ608995.1","FJ608995.1","8032","Salmo trutta","0"
"KC819826.1","KC819826.1","283035","Sander lucioperca","0"
"KT279197.1","KT279197.1","8032","Salmo trutta","0"
"EU791879.1","EU791879.1","8284","Squalius cephalus","0"
"FJ608999.1","FJ608999.1","8032","Salmo trutta","0"
"KT279189.1","KT279189.1","8032","Salmo trutta","0"
"EU791871.1","EU791871.1","8284","Squalius cephalus","0"
"EU791873.1","EU791873.1","8284","Squalius cephalus","0"
"EU791865.1","EU791865.1","8284","Squalius cephalus","0"
"AJ389568.1","AJ389568.1","8284","Squalius cephalus","0"
"JQ390055.1","JQ390055.1","8030","Salmo salar","0"
"AJ389564.1","AJ389564.1","8284","Squalius cephalus","0"
"AJ389566.1","AJ389566.1","8284","Squalius cephalus","0"
"KP200651.1","KP200651.1","8036","Salvelinus alpinus","0"
"AJ389560.1","AJ389560.1","8284","Squalius cephalus","0"
"KT279175.1","KT279175.1","8032","Salmo trutta","0"
"AJ389578.1","AJ389578.1","8284","Squalius cephalus","0"
"KT279185.1","KT279185.1","8032","Salmo trutta","0"
"BT044011.1","BT044011.1","8030","Salmo salar","0"
"AJ389570.1","AJ389570.1","8284","Squalius cephalus","0"
"KT279167.1","KT279167.1","8032","Salmo trutta","0"
"KF985666.1","KF985666.1","8032","Salmo trutta","0"
"AJ002327.1","AJ002327.1","8284","Squalius cephalus","0"
"HQ167698.1","HQ167698.1","8036","Salvelinus alpinus","0"
"AJ002331.1","AJ002331.1","8284","Squalius cephalus","0"
"AJ002333.1","AJ002333.1","8284","Squalius cephalus","0"
"KU302637.1","KU302637.1","8284","Squalius cephalus","0"
"AJ252792.1","AJ252792.1","8284","Squalius cephalus","0"
"AJ389576.1","AJ389576.1","8284","Squalius cephalus","0"
"AF546122.1","AF546122.1","283035","Sander lucioperca","0"
"AJ002321.1","AJ002321.1","8284","Squalius cephalus","0"
"AJ389574.1","AJ389574.1","8284","Squalius cephalus","0"
"AJ389572.1","AJ389572.1","8284","Squalius cephalus","0"
"AJ252794.1","AJ252794.1","8284","Squalius cephalus","0"
"KU302631.1","KU302631.1","8284","Squalius cephalus","0"
"AJ002335.1","AJ002335.1","8284","Squalius cephalus","0"
"AJ252796.1","AJ252796.1","8284","Squalius cephalus","0"
"AY286026.1","AY286026.1","8036","Salvelinus alpinus","0"
"AJ002339.1","AJ002339.1","8284","Squalius cephalus","0"
"AJ389556.1","AJ389556.1","8284","Squalius cephalus","0"
"KU302635.1","KU302635.1","8284","Squalius cephalus","0"
"AJ002323.1","AJ002323.1","8284","Squalius cephalus","0"
"AJ252790.1","AJ252790.1","8284","Squalius cephalus","0"
"AJ002343.1","AJ002343.1","8284","Squalius cephalus","0"
"KU302639.1","KU302639.1","8284","Squalius cephalus","0"
"AJ252804.1","AJ252804.1","8284","Squalius cephalus","0"
"EU492108.1","EU492108.1","8032","Salmo trutta","0"
"AJ002325.1","AJ002325.1","8284","Squalius cephalus","0"
"AJ389558.1","AJ389558.1","8284","Squalius cephalus","0"
"AJ252798.1","AJ252798.1","8284","Squalius cephalus","0"
"FJ788390.1","FJ788390.1","283035","Sander lucioperca","0"
"DQ451365.1","DQ451365.1","8038","Salvelinus fontinalis","0"
"EU791868.1","EU791868.1","8284","Squalius cephalus","0"
"AY509839.1","AY509839.1","58319","Scardinius erythrophthalmus","0"
"AJ252788.1","AJ252788.1","8284","Squalius cephalus","0"
"AJ252800.1","AJ252800.1","8284","Squalius cephalus","0"
"AJ002341.1","AJ002341.1","8284","Squalius cephalus","0"
"AJ252802.1","AJ252802.1","8284","Squalius cephalus","0"
"AJ252786.1","AJ252786.1","8284","Squalius cephalus","0"
"AY509837.1","AY509837.1","58319","Scardinius erythrophthalmus","0"
"AJ252784.1","AJ252784.1","8284","Squalius cephalus","0"
"AF421792.1","AF421792.1","8284","Squalius cephalus","0"
"AJ002349.1","AJ002349.1","8284","Squalius cephalus","0"
"AY509835.1","AY509835.1","58319","Scardinius erythrophthalmus","0"
"AJ389553.1","AJ389553.1","8284","Squalius cephalus","0"
"JX025363.1","JX025363.1","283035","Sander lucioperca","0"
"AY509827.1","AY509827.1","8284","Squalius cephalus","0"
"AF133701.1","AF133701.1","8030","Salmo salar","0"
"KU302641.1","KU302641.1","8284","Squalius cephalus","0"
"EU791881.1","EU791881.1","8284","Squalius cephalus","0"
"KU302636.1","KU302636.1","8284","Squalius cephalus","0"
"EU791883.1","EU791883.1","8284","Squalius cephalus","0"
"DQ451361.1","DQ451361.1","8038","Salvelinus fontinalis","0"
"JQ652365.1","JQ652365.1","8284","Squalius cephalus","0"
"AJ389580.1","AJ389580.1","8284","Squalius cephalus","0"
"FJ608996.1","FJ608996.1","8032","Salmo trutta","0"
"AJ002328.1","AJ002328.1","8284","Squalius cephalus","0"
"AY509826.1","AY509826.1","8284","Squalius cephalus","0"
"FJ608990.1","FJ608990.1","8032","Salmo trutta","0"
"FJ608992.1","FJ608992.1","8032","Salmo trutta","0"
"AY509841.1","AY509841.1","58319","Scardinius erythrophthalmus","0"
"EU856046.1","EU856046.1","8284","Squalius cephalus","0"
"AJ252806.1","AJ252806.1","8284","Squalius cephalus","0"
"JX960839.1","JX960839.1","8032","Salmo trutta","0"
"KP200663.1","KP200663.1","8036","Salvelinus alpinus","0"
"FJ608994.1","FJ608994.1","8032","Salmo trutta","0"
"AJ389555.1","AJ389555.1","8284","Squalius cephalus","0"
"JX960837.1","JX960837.1","8032","Salmo trutta","0"
"KF985679.1","KF985679.1","8032","Salmo trutta","0"
"EU791872.1","EU791872.1","8284","Squalius cephalus","0"
"AJ252805.1","AJ252805.1","8284","Squalius cephalus","0"
"KT279180.1","KT279180.1","8032","Salmo trutta","0"
"JX960835.1","JX960835.1","8032","Salmo trutta","0"
"AM398435.2","AM398435.2","94993","Silurus glanis","0"
"KU302632.1","KU302632.1","8284","Squalius cephalus","0"
"FJ435623.1","FJ435623.1","8032","Salmo trutta","0"
"JX960833.1","JX960833.1","8030","Salmo salar","0"
"FJ655773.1","FJ655773.1","8032","Salmo trutta","0"
"AJ389579.1","AJ389579.1","8284","Squalius cephalus","0"
"FJ435619.1","FJ435619.1","8030","Salmo salar","0"
"AM910409.1","AM910409.1","8032","Salmo trutta","0"
"AJ389571.1","AJ389571.1","8284","Squalius cephalus","0"
"KP200664.1","KP200664.1","8036","Salvelinus alpinus","0"
"GQ214533.1","GQ214533.1","283035","Sander lucioperca","0"
"KT279182.1","KT279182.1","8032","Salmo trutta","0"
"KF985667.1","KF985667.1","8032","Salmo trutta","0"
"KF985726.1","KF985726.1","8032","Salmo trutta","0"
"AJ389563.1","AJ389563.1","8284","Squalius cephalus","0"
"FJ608988.1","FJ608988.1","8032","Salmo trutta","0"
"KT279198.1","KT279198.1","8032","Salmo trutta","0"
"JX025364.1","JX025364.1","283035","Sander lucioperca","0"
"KF985699.1","KF985699.1","8032","Salmo trutta","0"
"EU791866.1","EU791866.1","8284","Squalius cephalus","0"
"KF985675.1","KF985675.1","8032","Salmo trutta","0"
"AJ389577.1","AJ389577.1","8284","Squalius cephalus","0"
"FJ608998.1","FJ608998.1","8032","Salmo trutta","0"
"HM560171.1","HM560171.1","58319","Scardinius erythrophthalmus","0"
"KC960518.1","KC960518.1","283035","Sander lucioperca","0"
"KT279196.1","KT279196.1","8032","Salmo trutta","0"
"KF985677.1","KF985677.1","8032","Salmo trutta","0"
"AJ389575.1","AJ389575.1","8284","Squalius cephalus","0"
"AJ389552.1","AJ389552.1","8284","Squalius cephalus","0"
"KC819823.1","KC819823.1","283035","Sander lucioperca","0"
"KU302630.1","KU302630.1","8284","Squalius cephalus","0"
"EU791864.1","EU791864.1","8284","Squalius cephalus","0"
"AJ389573.1","AJ389573.1","8284","Squalius cephalus","0"
"AJ389569.1","AJ389569.1","8284","Squalius cephalus","0"
"AJ389557.1","AJ389557.1","8284","Squalius cephalus","0"
"JX960845.1","JX960845.1","8036","Salvelinus alpinus","0"
"AJ389565.1","AJ389565.1","8284","Squalius cephalus","0"
"AJ389567.1","AJ389567.1","8284","Squalius cephalus","0"
"AJ389561.1","AJ389561.1","8284","Squalius cephalus","0"
"AJ389551.1","AJ389551.1","8284","Squalius cephalus","0"
"KF985673.1","KF985673.1","8032","Salmo trutta","0"
"KU302638.1","KU302638.1","8284","Squalius cephalus","0"
"AJ002342.1","AJ002342.1","8284","Squalius cephalus","0"
"AF045995.1","AF045995.1","8284","Squalius cephalus","0"
"FJ788397.1","FJ788397.1","283035","Sander lucioperca","0"
"AJ002344.1","AJ002344.1","8284","Squalius cephalus","0"
"AJ002322.1","AJ002322.1","8284","Squalius cephalus","0"
"AJ002336.1","AJ002336.1","8284","Squalius cephalus","0"
"HQ167699.1","HQ167699.1","8038","Salvelinus fontinalis","0"
"AJ252789.1","AJ252789.1","8284","Squalius cephalus","0"
"JQ390056.1","JQ390056.1","8030","Salmo salar","0"
"KT279172.1","KT279172.1","8032","Salmo trutta","0"
"AJ252787.1","AJ252787.1","8284","Squalius cephalus","0"
"AJ002340.1","AJ002340.1","8284","Squalius cephalus","0"
"AJ252785.1","AJ252785.1","8284","Squalius cephalus","0"
"AJ252793.1","AJ252793.1","8284","Squalius cephalus","0"
"AJ002326.1","AJ002326.1","8284","Squalius cephalus","0"
"AJ002329.1","AJ002329.1","8284","Squalius cephalus","0"
"AJ002348.1","AJ002348.1","8284","Squalius cephalus","0"
"AJ002334.1","AJ002334.1","8284","Squalius cephalus","0"
"JX960852.1","JX960852.1","8038","Salvelinus fontinalis","0"
"AJ252795.1","AJ252795.1","8284","Squalius cephalus","0"
"AJ252783.1","AJ252783.1","8284","Squalius cephalus","0"
"KP200642.1","KP200642.1","8036","Salvelinus alpinus","0"
"AJ969127.1","AJ969127.1","94993","Silurus glanis","0"
"AJ002350.1","AJ002350.1","8284","Squalius cephalus","0"
"AJ002338.1","AJ002338.1","8284","Squalius cephalus","0"
"AJ252797.1","AJ252797.1","8284","Squalius cephalus","0"
"KP200652.1","KP200652.1","8036","Salvelinus alpinus","0"
"AJ252791.1","AJ252791.1","8284","Squalius cephalus","0"
"JX960846.1","JX960846.1","8036","Salvelinus alpinus","0"
"AF421801.1","AF421801.1","8284","Squalius cephalus","0"
"AF421803.1","AF421803.1","8284","Squalius cephalus","0"
"AJ252799.1","AJ252799.1","8284","Squalius cephalus","0"
"AJ002352.1","AJ002352.1","8284","Squalius cephalus","0"
"DQ451360.1","DQ451360.1","8038","Salvelinus fontinalis","0"
"EU791869.1","EU791869.1","8284","Squalius cephalus","0"
"AJ252801.1","AJ252801.1","8284","Squalius cephalus","0"
"AY509836.1","AY509836.1","58319","Scardinius erythrophthalmus","0"
"AJ252803.1","AJ252803.1","8284","Squalius cephalus","0"
"HM167943.1","HM167943.1","27717","Tinca tinca","0"
"HM167942.1","HM167942.1","27717","Tinca tinca","0"
"FJ853655.1","FJ853655.1","36185","Thymallus thymallus","0"
"HM167954.1","HM167954.1","27717","Tinca tinca","0"
"HM167949.1","HM167949.1","27717","Tinca tinca","0"
"HM167944.1","HM167944.1","27717","Tinca tinca","0"
"HM167948.1","HM167948.1","27717","Tinca tinca","0"
"HM167952.1","HM167952.1","27717","Tinca tinca","0"
"EU856058.1","EU856058.1","27717","Tinca tinca","0"
"HM167945.1","HM167945.1","27717","Tinca tinca","0"
"HM167953.1","HM167953.1","27717","Tinca tinca","0"
"HM167946.1","HM167946.1","27717","Tinca tinca","0"
"HM167950.1","HM167950.1","27717","Tinca tinca","0"
"HM167951.1","HM167951.1","27717","Tinca tinca","0"
"JX960869.1","JX960869.1","36185","Thymallus thymallus","0"
"HM167947.1","HM167947.1","27717","Tinca tinca","0"
"HM167957.1","HM167957.1","27717","Tinca tinca","0"
"JX960868.1","JX960868.1","36185","Thymallus thymallus","0"
"JX974521.1","JX974521.1","27717","Tinca tinca","0"
"HM167941.1","HM167941.1","27717","Tinca tinca","0"
"HM167956.1","HM167956.1","27717","Tinca tinca","0"
"HM167955.1","HM167955.1","27717","Tinca tinca","0"
"NC_022456.1","NC_022456.1","75934","Umbra pygmaea","0"
"HM560237.1","HM560237.1","155067","Vimba vimba","0"
"GQ279761.1","GQ279761.1","155067","Vimba vimba","0"
"GQ279756.1","GQ279756.1","155067","Vimba vimba","0"
"GQ279760.1","GQ279760.1","155067","Vimba vimba","0"
"GQ279765.1","GQ279765.1","155067","Vimba vimba","0"
"GQ279763.1","GQ279763.1","155067","Vimba vimba","0"
"GQ279752.1","GQ279752.1","155067","Vimba vimba","0"
"GQ279751.1","GQ279751.1","155067","Vimba vimba","0"
"GQ279755.1","GQ279755.1","155067","Vimba vimba","0"
"GQ279753.1","GQ279753.1","155067","Vimba vimba","0"
"GQ279754.1","GQ279754.1","155067","Vimba vimba","0"
"GQ279750.1","GQ279750.1","155067","Vimba vimba","0"
"GQ279762.1","GQ279762.1","155067","Vimba vimba","0"
